Geneid,Entity,Symbol,0_R1,0_R2,0_R3,6_R1,6_R2,6_R3,12_R1,12_R2,12_R3,18_R1,18_R2,18_R3
gene-PA0282,host,cysT,86.0,135.0,84.0,64.0,183.0,143.0,104.0,122.0,108.0,136.0,182.0,139.0
gene-PA0690,host,gene-PA0690,1029.0,2131.0,2061.0,653.0,1308.0,923.0,523.0,843.0,826.0,689.0,838.0,802.0
gene-PA1912,host,femI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA0194,host,gene-PA0194,57.0,139.0,111.0,40.0,69.0,40.0,26.0,48.0,55.0,41.0,69.0,39.0
gene-PA0422,host,gene-PA0422,1194.0,1334.0,1977.0,,,1806.0,,,2168.0,1308.0,,
gene-PA0677,host,gene-PA0677,31.0,62.0,19.0,8.0,24.0,17.0,16.0,14.0,12.0,14.0,22.0,7.0
gene-PA3958,host,gene-PA3958,465.0,812.0,712.0,336.0,743.0,594.0,313.0,543.0,673.0,345.0,422.0,485.0
gene-PA2333,host,gene-PA2333,94.0,183.0,115.0,72.0,151.0,111.0,62.0,125.0,100.0,54.0,82.0,94.0
gene-PA5291,host,gene-PA5291,1003.0,1402.0,1217.0,1270.0,3548.0,1740.0,914.0,2135.0,2099.0,950.0,1677.0,1623.0
gene-PA5134,host,gene-PA5134,,,2642.0,1444.0,,2635.0,1530.0,,,1601.0,,2376.0
gene-PA2712,host,gene-PA2712,134.0,437.0,227.0,130.0,249.0,147.0,75.0,141.0,119.0,96.0,120.0,94.0
gene-PA4481,host,mreB,,,,,,,,,,,,
gene-PA2011,host,liuE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA1740,host,gene-PA1740,213.0,413.0,334.0,293.0,580.0,363.0,205.0,357.0,274.0,195.0,237.0,278.0
gene-PA2290,host,gcd,1479.0,871.0,755.0,1901.0,3310.0,1398.0,,1831.0,856.0,,2361.0,1771.0
gene-PA0629,host,gene-PA0629,801.0,490.0,1075.0,387.0,397.0,725.0,362.0,234.0,594.0,306.0,259.0,927.0
gene-PA2461,host,gene-PA2461,354.0,641.0,407.0,753.0,581.0,401.0,320.0,497.0,224.0,317.0,165.0,334.0
gene-PA4743,host,rbfA,1042.0,972.0,1339.0,1593.0,2265.0,,,,,,,
gene-PA5063,host,ubiE,1825.0,2306.0,2285.0,,3639.0,2068.0,1279.0,1961.0,1304.0,1349.0,1798.0,1544.0
gene-PA0464,host,creC,263.0,460.0,302.0,199.0,549.0,389.0,133.0,336.0,409.0,185.0,327.0,315.0
gene-PA4553,host,pilX,1068.0,1628.0,915.0,830.0,896.0,544.0,663.0,1090.0,709.0,675.0,1089.0,1015.0
gene-PA2430,host,gene-PA2430,51.0,140.0,103.0,50.0,131.0,58.0,27.0,50.0,53.0,36.0,62.0,53.0
gene-PA3201,host,gene-PA3201,1154.0,1651.0,2139.0,1036.0,2789.0,1826.0,873.0,1631.0,1761.0,990.0,1560.0,1555.0
gene-PA2882,host,gene-PA2882,52.0,71.0,67.0,41.0,76.0,37.0,41.0,57.0,42.0,42.0,43.0,40.0
gene-PA4541.2,host,gene-PA4541.2,285.0,527.0,970.0,502.0,822.0,681.0,255.0,949.0,302.0,666.0,689.0,544.0
gene-PA1863,host,modA,372.0,609.0,1045.0,262.0,633.0,345.0,161.0,282.0,287.0,281.0,359.0,263.0
gene-PA4305,host,rcpC,117.0,507.0,317.0,75.0,147.0,55.0,42.0,80.0,63.0,89.0,77.0,50.0
gene-PA4852,host,gene-PA4852,,1746.0,1939.0,,,,,,,,,
gene-PA5533,host,gene-PA5533,222.0,475.0,371.0,178.0,547.0,362.0,208.0,373.0,384.0,207.0,321.0,411.0
gene-PA0636,host,gene-PA0636,,1216.0,,941.0,995.0,,812.0,582.0,,732.0,806.0,
gene-PA0231,host,pcaD,158.0,375.0,227.0,105.0,287.0,106.0,59.0,146.0,115.0,42.0,93.0,101.0
gene-PA1637,host,kdpE,141.0,251.0,163.0,87.0,227.0,139.0,70.0,122.0,153.0,84.0,160.0,114.0
gene-PA1037,host,gene-PA1037,260.0,739.0,346.0,240.0,471.0,287.0,177.0,391.0,279.0,259.0,274.0,333.0
gene-PA4981,host,gene-PA4981,75.0,146.0,114.0,57.0,66.0,36.0,34.0,52.0,56.0,44.0,37.0,38.0
gene-PA0212,host,mdcE,43.0,138.0,72.0,46.0,161.0,40.0,29.0,70.0,19.0,11.0,38.0,16.0
gene-PA3421,host,gene-PA3421,46.0,128.0,118.0,39.0,63.0,29.0,17.0,40.0,49.0,33.0,36.0,51.0
gene-PA2787,host,cpg2,556.0,1392.0,1330.0,480.0,584.0,805.0,209.0,237.0,99.0,254.0,162.0,84.0
gene-PA2984,host,gene-PA2984,198.0,440.0,228.0,115.0,238.0,140.0,64.0,149.0,149.0,97.0,144.0,126.0
gene-PA3393,host,nosD,152.0,312.0,,111.0,244.0,,583.0,416.0,2247.0,1448.0,1186.0,1843.0
gene-PA1827,host,gene-PA1827,47.0,101.0,68.0,64.0,93.0,99.0,43.0,85.0,131.0,38.0,44.0,41.0
gene-PA0831,host,oruR,355.0,482.0,548.0,233.0,666.0,720.0,258.0,444.0,700.0,293.0,405.0,644.0
gene-PA3820,host,secF,,1555.0,1798.0,1708.0,,,,,,,,
gene-PA1625,host,gene-PA1625,190.0,365.0,355.0,344.0,560.0,279.0,139.0,427.0,241.0,145.0,226.0,235.0
gene-PA4131,host,gene-PA4131,437.0,302.0,514.0,272.0,451.0,695.0,584.0,588.0,292.0,417.0,1039.0,790.0
gene-PA0127,host,gene-PA0127,173.0,413.0,355.0,149.0,383.0,229.0,107.0,217.0,237.0,113.0,225.0,181.0
gene-PA3574,host,nalD,427.0,1301.0,1109.0,524.0,1745.0,1169.0,523.0,1222.0,744.0,715.0,1141.0,835.0
gene-PA1405,host,gene-PA1405,281.0,598.0,554.0,193.0,445.0,374.0,160.0,258.0,482.0,142.0,329.0,405.0
gene-PA3616,host,gene-PA3616,1062.0,2514.0,1746.0,1138.0,2111.0,1411.0,803.0,1233.0,1137.0,753.0,1163.0,1234.0
gene-PA0895,host,aruC,,3031.0,,833.0,1759.0,,,1343.0,,,,
gene-PA1922,host,gene-PA1922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA0755,host,opdH,45.0,77.0,55.0,12.0,31.0,27.0,17.0,22.0,39.0,28.0,31.0,34.0
gene-PA4627,host,gene-PA4627,325.0,399.0,481.0,593.0,1437.0,1063.0,545.0,889.0,596.0,635.0,575.0,855.0
gene-PA1656,host,gene-PA1656,,2619.0,1644.0,,3401.0,988.0,,2580.0,587.0,1446.0,1203.0,424.0
gene-PA1716,host,pscC,153.0,212.0,274.0,154.0,314.0,554.0,149.0,195.0,460.0,146.0,225.0,497.0
gene-PA4044,host,dxs,,,,,,,,,,,,
gene-PA5137,host,gene-PA5137,263.0,318.0,290.0,194.0,449.0,428.0,269.0,506.0,361.0,236.0,464.0,510.0
gene-PA2104,host,gene-PA2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA0845,host,gene-PA0845,199.0,907.0,497.0,249.0,292.0,73.0,64.0,122.0,116.0,109.0,108.0,72.0
gene-PA3684,host,gene-PA3684,300.0,705.0,696.0,362.0,885.0,728.0,393.0,482.0,543.0,380.0,396.0,509.0
gene-PA2796,host,tal,1252.0,2888.0,1990.0,647.0,1878.0,933.0,445.0,895.0,1283.0,569.0,950.0,1029.0
gene-PA2337,host,mtlR,99.0,171.0,157.0,39.0,120.0,51.0,50.0,55.0,66.0,53.0,89.0,53.0
gene-PA1830,host,gene-PA1830,,2430.0,,,,,,,,,,
gene-PA4232,host,ssb,,,,,,,,,,,,
gene-PA0915,host,gene-PA0915,128.0,121.0,113.0,142.0,632.0,562.0,367.0,327.0,301.0,376.0,381.0,478.0
gene-PA2638,host,nuoB,,,2680.0,,,,,,,,,
gene-PA2137,host,gene-PA2137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA1136,host,gene-PA1136,153.0,797.0,683.0,1354.0,,774.0,638.0,,308.0,358.0,1254.0,188.0
gene-PA3966,host,gene-PA3966,785.0,1368.0,1687.0,1105.0,1878.0,1166.0,814.0,1343.0,833.0,975.0,1191.0,1199.0
gene-PA5323,host,argB,,2009.0,2173.0,1613.0,3544.0,,,,,1580.0,,
gene-PA0673,host,gene-PA0673,50.0,196.0,124.0,18.0,41.0,23.0,45.0,22.0,58.0,33.0,86.0,80.0
gene-PA1441,host,gene-PA1441,1104.0,1321.0,,1308.0,2208.0,2141.0,924.0,900.0,1334.0,1110.0,1128.0,1350.0
gene-PA1525,host,alkB2,136.0,378.0,216.0,80.0,112.0,62.0,47.0,84.0,84.0,58.0,102.0,51.0
gene-PA0865,host,hpd,409.0,2109.0,838.0,245.0,726.0,796.0,169.0,243.0,972.0,271.0,407.0,550.0
gene-PA0473,host,gene-PA0473,299.0,624.0,618.0,155.0,334.0,191.0,107.0,160.0,284.0,128.0,203.0,232.0
gene-PA5287,host,amtB,867.0,2442.0,1850.0,1017.0,2188.0,1145.0,499.0,1116.0,942.0,524.0,884.0,753.0
gene-PA0808,host,gene-PA0808,104.0,183.0,191.0,64.0,110.0,123.0,64.0,67.0,182.0,55.0,88.0,136.0
gene-PA5119,host,glnA,,,,,,,,,,,,
gene-PA5475,host,gene-PA5475,,,,,,947.0,,1516.0,,,,915.0
gene-PA2131,host,cupA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA3699,host,gene-PA3699,485.0,802.0,691.0,245.0,553.0,465.0,266.0,447.0,486.0,273.0,468.0,445.0
gene-PA2503,host,gene-PA2503,409.0,730.0,438.0,482.0,823.0,706.0,410.0,639.0,575.0,432.0,537.0,729.0
gene-PA3629,host,adhC,1337.0,2099.0,,1291.0,1725.0,2043.0,,,,,,
gene-PA3213,host,gene-PA3213,677.0,1237.0,875.0,402.0,799.0,604.0,308.0,557.0,657.0,391.0,577.0,582.0
gene-PA3921,host,gene-PA3921,470.0,757.0,509.0,306.0,534.0,358.0,191.0,369.0,397.0,241.0,373.0,287.0
gene-PA1160,host,gene-PA1160,426.0,650.0,658.0,334.0,1040.0,905.0,320.0,689.0,667.0,433.0,631.0,645.0
gene-PA4717,host,gene-PA4717,946.0,1849.0,1053.0,738.0,1431.0,781.0,508.0,774.0,788.0,545.0,710.0,865.0
gene-PA4064,host,gene-PA4064,101.0,174.0,232.0,133.0,316.0,152.0,71.0,257.0,179.0,39.0,98.0,107.0
gene-PA5190,host,gene-PA5190,316.0,605.0,508.0,229.0,565.0,437.0,201.0,387.0,347.0,243.0,375.0,430.0
gene-PA3857,host,pcs,617.0,1246.0,1328.0,554.0,942.0,569.0,372.0,493.0,855.0,351.0,475.0,577.0
gene-PA5083,host,gene-PA5083,37.0,161.0,85.0,39.0,321.0,38.0,34.0,140.0,44.0,23.0,72.0,34.0
gene-phiYY_sL4,phage,gene-phiYY_sL4,0.0,0.0,0.0,,,,,1608.0,,,,
gene-PA4288,host,gene-PA4288,61.0,180.0,113.0,55.0,106.0,54.0,42.0,47.0,64.0,68.0,79.0,68.0
gene-PA4088,host,gene-PA4088,21.0,51.0,28.0,26.0,38.0,23.0,13.0,20.0,15.0,9.0,13.0,14.0
gene-PA3335,host,gene-PA3335,308.0,329.0,85.0,337.0,255.0,37.0,211.0,121.0,27.0,111.0,93.0,31.0
gene-PA4685,host,gene-PA4685,109.0,114.0,121.0,182.0,523.0,370.0,251.0,233.0,209.0,213.0,222.0,316.0
gene-PA2142,host,gene-PA2142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA4123,host,hpcC,436.0,1244.0,256.0,686.0,1501.0,72.0,434.0,832.0,90.0,269.0,357.0,59.0
gene-PA2350,host,gene-PA2350,47.0,59.0,42.0,24.0,41.0,18.0,7.0,17.0,30.0,24.0,29.0,14.0
gene-PA1093,host,gene-PA1093,,,,,,,,,1983.0,,,
gene-PA0989,host,gene-PA0989,157.0,218.0,215.0,109.0,249.0,224.0,120.0,188.0,221.0,90.0,175.0,186.0
gene-PA2560,host,gene-PA2560,350.0,358.0,412.0,384.0,634.0,536.0,300.0,258.0,216.0,222.0,261.0,294.0
gene-PA0934,host,relA,,,,,,,,,,,,
gene-PA4202,host,gene-PA4202,627.0,1873.0,1124.0,400.0,1506.0,419.0,208.0,806.0,364.0,230.0,750.0,277.0
gene-PA0455,host,dbpA,479.0,1215.0,794.0,598.0,2327.0,1106.0,489.0,1221.0,1066.0,551.0,1036.0,974.0
gene-phiYY_sS8,phage,gene-phiYY_sS8,0.0,0.0,2.0,,,,,1713.0,,,,
gene-PA0149,host,gene-PA0149,85.0,122.0,96.0,110.0,289.0,213.0,193.0,194.0,232.0,128.0,213.0,314.0
gene-PA4316,host,sbcB,1048.0,1584.0,1132.0,862.0,2059.0,1464.0,772.0,1241.0,1328.0,858.0,1253.0,1201.0
gene-PA4828,host,gene-PA4828,68.0,184.0,124.0,42.0,56.0,30.0,24.0,22.0,25.0,36.0,37.0,23.0
gene-PA3704,host,wspE,883.0,1067.0,1244.0,856.0,1769.0,1692.0,598.0,1289.0,845.0,692.0,997.0,1003.0
gene-PA0883,host,gene-PA0883,35.0,52.0,22.0,33.0,62.0,29.0,7.0,31.0,18.0,21.0,22.0,12.0
gene-PA0438,host,codB,295.0,234.0,231.0,286.0,729.0,557.0,279.0,471.0,322.0,319.0,413.0,460.0
gene-PA4720,host,trmA,571.0,934.0,877.0,1108.0,4056.0,,,1966.0,1809.0,1646.0,2016.0,2162.0
gene-PA5406,host,gene-PA5406,193.0,584.0,483.0,539.0,1535.0,1085.0,531.0,878.0,404.0,541.0,541.0,1011.0
gene-PA2871,host,gene-PA2871,287.0,485.0,322.0,182.0,520.0,380.0,172.0,322.0,435.0,244.0,369.0,406.0
gene-PA5357,host,gene-PA5357,726.0,547.0,884.0,1040.0,1055.0,915.0,394.0,674.0,422.0,533.0,406.0,569.0
gene-PA2740,host,pheS,,2131.0,2365.0,,,,,,,,,
gene-PA2567,host,gene-PA2567,,,,,,1138.0,1137.0,1996.0,1632.0,1297.0,1774.0,819.0
gene-PA1345,host,gene-PA1345,97.0,186.0,116.0,84.0,125.0,57.0,45.0,82.0,67.0,51.0,88.0,88.0
gene-PA0665,host,gene-PA0665,606.0,1489.0,903.0,567.0,1281.0,804.0,519.0,1101.0,731.0,599.0,890.0,805.0
gene-PA3478,host,rhlB,582.0,782.0,388.0,411.0,452.0,113.0,151.0,183.0,147.0,112.0,117.0,116.0
gene-PA5491,host,gene-PA5491,1892.0,1733.0,2328.0,,,,,,2029.0,,2357.0,
gene-PA2852.1,host,gene-PA2852.1,12.0,17.0,37.0,18.0,33.0,26.0,4.0,35.0,11.0,5.0,14.0,20.0
gene-PA3777,host,xseA,668.0,849.0,661.0,489.0,1376.0,1193.0,607.0,892.0,901.0,587.0,847.0,895.0
gene-PA0397,host,gene-PA0397,369.0,1045.0,484.0,316.0,523.0,221.0,197.0,524.0,343.0,185.0,382.0,302.0
gene-PA5319,host,radC,476.0,867.0,621.0,243.0,510.0,260.0,209.0,293.0,260.0,275.0,368.0,255.0
gene-PA1257,host,gene-PA1257,54.0,71.0,55.0,32.0,61.0,30.0,16.0,31.0,33.0,30.0,43.0,29.0
gene-PA2932,host,morB,41.0,89.0,52.0,28.0,59.0,68.0,15.0,28.0,32.0,24.0,25.0,60.0
gene-PA0121,host,gene-PA0121,92.0,810.0,436.0,102.0,224.0,68.0,34.0,88.0,58.0,47.0,58.0,78.0
gene-PA1232,host,gene-PA1232,80.0,167.0,125.0,90.0,156.0,116.0,43.0,80.0,73.0,55.0,80.0,100.0
gene-PA3520,host,gene-PA3520,36.0,107.0,38.0,27.0,76.0,23.0,24.0,38.0,12.0,11.0,22.0,16.0
gene-PA0986,host,gene-PA0986,21.0,90.0,41.0,17.0,38.0,13.0,8.0,18.0,18.0,17.0,15.0,13.0
gene-PA5335,host,gene-PA5335,943.0,1755.0,1609.0,1385.0,3187.0,1917.0,1006.0,1746.0,1405.0,1143.0,1416.0,1910.0
gene-PA4789,host,gene-PA4789,126.0,121.0,152.0,144.0,412.0,267.0,147.0,228.0,199.0,144.0,189.0,228.0
gene-PA3473,host,gene-PA3473,464.0,409.0,374.0,662.0,1264.0,666.0,363.0,694.0,427.0,437.0,480.0,559.0
gene-PA4366,host,sodB,,,,,,,,,,,,
gene-PA2225,host,gene-PA2225,20.0,79.0,37.0,50.0,116.0,31.0,16.0,59.0,17.0,24.0,27.0,23.0
gene-PA2479,host,gene-PA2479,162.0,575.0,370.0,147.0,360.0,250.0,142.0,230.0,230.0,105.0,173.0,231.0
gene-PA1121,host,yfiR,269.0,350.0,296.0,269.0,316.0,285.0,150.0,221.0,210.0,182.0,221.0,199.0
gene-PA0650,host,trpD,856.0,1762.0,1096.0,967.0,2670.0,1895.0,819.0,1587.0,1378.0,690.0,1099.0,1410.0
gene-PA2132,host,cupA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA4535,host,gene-PA4535,297.0,931.0,835.0,135.0,397.0,235.0,135.0,194.0,453.0,178.0,277.0,247.0
gene-PA4567,host,rpmA,,,,,,,,,,,,
gene-PA1142,host,gene-PA1142,229.0,333.0,256.0,149.0,524.0,266.0,140.0,270.0,236.0,140.0,246.0,295.0
gene-PA3687,host,ppc,1061.0,,2417.0,697.0,1558.0,655.0,395.0,705.0,878.0,489.0,852.0,735.0
gene-PA4860,host,gene-PA4860,23.0,39.0,39.0,17.0,42.0,47.0,9.0,28.0,14.0,14.0,16.0,20.0
gene-PA5334,host,rph,1253.0,1955.0,1689.0,1601.0,,2625.0,1462.0,2099.0,1381.0,1480.0,1885.0,2148.0
gene-PA4115,host,gene-PA4115,845.0,1952.0,,697.0,1757.0,973.0,458.0,875.0,1669.0,428.0,697.0,1089.0
gene-PA2115,host,gene-PA2115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA4946,host,mutL,,,,,,,,,,,,
gene-PA0206,host,gene-PA0206,124.0,228.0,136.0,84.0,153.0,70.0,67.0,73.0,93.0,63.0,87.0,71.0
gene-PA0367a,host,gene-PA0367a,359.0,947.0,792.0,181.0,307.0,209.0,120.0,202.0,218.0,158.0,225.0,157.0
gene-PA5407,host,gene-PA5407,284.0,1072.0,917.0,532.0,1494.0,1156.0,583.0,863.0,457.0,547.0,599.0,931.0
gene-PA0071,host,gene-PA0071,1516.0,1218.0,2242.0,1077.0,1660.0,2330.0,1197.0,1239.0,1805.0,1275.0,1629.0,
gene-PA5315,host,rpmG,,,,,,,,,,,,
gene-PA2415,host,gene-PA2415,64.0,68.0,65.0,36.0,60.0,12.0,12.0,21.0,23.0,24.0,27.0,13.0
gene-PA5002,host,gene-PA5002,1197.0,1406.0,1382.0,1768.0,2660.0,,,,,1683.0,,2432.0
gene-PA1906,host,gene-PA1906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA4541,host,gene-PA4541,502.0,837.0,682.0,397.0,641.0,432.0,331.0,433.0,386.0,412.0,477.0,412.0
gene-PA3288,host,gene-PA3288,260.0,308.0,259.0,242.0,372.0,298.0,227.0,,,221.0,958.0,992.0
gene-PA0990,host,gene-PA0990,115.0,216.0,192.0,74.0,160.0,76.0,59.0,75.0,84.0,74.0,96.0,77.0
gene-PA5240,host,trxA,,,,,,,,,,,,
gene-PA5247,host,gene-PA5247,423.0,813.0,633.0,325.0,710.0,400.0,361.0,470.0,408.0,377.0,498.0,415.0
gene-PA1436,host,gene-PA1436,193.0,472.0,312.0,138.0,206.0,74.0,96.0,125.0,107.0,94.0,158.0,107.0
gene-PA4118,host,gene-PA4118,225.0,279.0,286.0,284.0,574.0,410.0,170.0,368.0,316.0,188.0,284.0,236.0
gene-PA2021,host,gene-PA2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA4294,host,gene-PA4294,33.0,142.0,86.0,27.0,31.0,5.0,11.0,11.0,7.0,9.0,19.0,16.0
gene-PA2460,host,gene-PA2460,333.0,308.0,173.0,591.0,443.0,247.0,275.0,316.0,126.0,192.0,125.0,197.0
gene-PA2956,host,gene-PA2956,481.0,706.0,386.0,725.0,2398.0,973.0,1031.0,1632.0,490.0,838.0,1338.0,1525.0
gene-PA4704,host,cbpA,341.0,789.0,373.0,252.0,508.0,194.0,254.0,640.0,457.0,274.0,516.0,484.0
gene-PA2836,host,gene-PA2836,25.0,48.0,32.0,15.0,33.0,29.0,29.0,36.0,31.0,41.0,39.0,38.0
gene-PA5152,host,gene-PA5152,652.0,1021.0,893.0,390.0,680.0,710.0,334.0,466.0,869.0,376.0,751.0,641.0
gene-PA4992,host,gene-PA4992,639.0,793.0,598.0,480.0,1248.0,748.0,467.0,723.0,649.0,442.0,644.0,585.0
gene-PA2618,host,gene-PA2618,287.0,781.0,318.0,172.0,300.0,139.0,148.0,191.0,140.0,181.0,232.0,166.0
gene-PA3493,host,gene-PA3493,160.0,154.0,200.0,159.0,369.0,361.0,225.0,387.0,300.0,225.0,274.0,290.0
gene-PA0781,host,gene-PA0781,75.0,133.0,108.0,76.0,220.0,191.0,143.0,169.0,103.0,92.0,165.0,222.0
gene-PA0358,host,gene-PA0358,131.0,209.0,192.0,121.0,341.0,273.0,102.0,210.0,266.0,127.0,189.0,174.0
gene-PA2876,host,pyrF,277.0,323.0,256.0,346.0,1085.0,701.0,390.0,611.0,378.0,437.0,477.0,585.0
gene-PA3295,host,gene-PA3295,515.0,470.0,662.0,279.0,1121.0,678.0,293.0,551.0,604.0,356.0,527.0,638.0
gene-PA3664,host,gene-PA3664,468.0,754.0,883.0,484.0,1170.0,808.0,383.0,596.0,678.0,447.0,549.0,746.0
gene-PA3729,host,gene-PA3729,,2430.0,,1327.0,1727.0,2466.0,1537.0,1592.0,,1690.0,,
gene-PA3337,host,rfaD,,,,,3010.0,365.0,881.0,714.0,1497.0,,1789.0,468.0
gene-PA5211,host,gene-PA5211,309.0,867.0,469.0,184.0,254.0,146.0,97.0,184.0,143.0,124.0,168.0,130.0
gene-PA5014,host,glnE,,,,,,,,,,,,
gene-PA5493,host,polA,,3074.0,,,,,,,,,,
gene-PA1513,host,gene-PA1513,289.0,662.0,465.0,295.0,684.0,220.0,120.0,296.0,235.0,157.0,247.0,244.0
gene-PA1333,host,gene-PA1333,128.0,508.0,216.0,67.0,279.0,227.0,48.0,116.0,189.0,55.0,109.0,46.0
gene-PA0309,host,gene-PA0309,602.0,1021.0,832.0,511.0,1324.0,774.0,388.0,666.0,701.0,411.0,662.0,687.0
gene-PA4541.1,host,gene-PA4541.1,119.0,232.0,426.0,210.0,379.0,350.0,139.0,468.0,120.0,341.0,319.0,252.0
gene-PA0349,host,gene-PA0349,69.0,139.0,110.0,32.0,76.0,45.0,27.0,40.0,38.0,29.0,36.0,49.0
gene-PA2269,host,gene-PA2269,89.0,211.0,111.0,58.0,82.0,87.0,26.0,58.0,84.0,43.0,68.0,77.0
gene-PA0685,host,gene-PA0685,71.0,122.0,87.0,59.0,79.0,62.0,26.0,39.0,44.0,40.0,52.0,40.0
gene-PA1571,host,gene-PA1571,297.0,463.0,569.0,139.0,446.0,197.0,103.0,203.0,230.0,199.0,276.0,239.0
gene-PA3145,host,wbpL,1446.0,2521.0,1687.0,1814.0,2297.0,1626.0,1401.0,1687.0,1509.0,,1852.0,2165.0
gene-PA0004,host,gyrB,,,,,,,,,,,,
gene-PA3236,host,gene-PA3236,86.0,249.0,95.0,60.0,105.0,52.0,34.0,56.0,74.0,43.0,62.0,55.0
gene-PA5317,host,gene-PA5317,758.0,1584.0,1258.0,487.0,1297.0,646.0,377.0,727.0,857.0,412.0,772.0,683.0
gene-PA4395,host,gene-PA4395,,2601.0,,1754.0,3606.0,,1483.0,1989.0,2014.0,,2203.0,2268.0
gene-PA0871,host,phhB,786.0,2604.0,,925.0,1309.0,775.0,248.0,451.0,817.0,340.0,382.0,419.0
gene-PA0663,host,gene-PA0663,701.0,819.0,673.0,617.0,1537.0,1020.0,717.0,1193.0,944.0,671.0,1033.0,1162.0
gene-PA0868,host,gene-PA0868,295.0,696.0,569.0,236.0,534.0,434.0,187.0,283.0,321.0,209.0,287.0,305.0
gene-PA4546,host,pilS,496.0,990.0,602.0,497.0,1086.0,812.0,505.0,955.0,651.0,515.0,731.0,846.0
gene-PA3886,host,gene-PA3886,290.0,436.0,352.0,156.0,438.0,430.0,243.0,243.0,402.0,143.0,291.0,339.0
gene-PA4612,host,gene-PA4612,58.0,179.0,217.0,46.0,83.0,52.0,227.0,,,77.0,,
gene-PA5460,host,gene-PA5460,171.0,,376.0,44.0,337.0,63.0,39.0,107.0,46.0,151.0,241.0,39.0
gene-PA1735,host,gene-PA1735,167.0,230.0,180.0,127.0,192.0,95.0,82.0,136.0,133.0,108.0,139.0,123.0
gene-PA0134,host,gene-PA0134,633.0,2547.0,1414.0,441.0,734.0,200.0,196.0,264.0,289.0,285.0,338.0,353.0
gene-PA2583.1,host,gene-PA2583.1,111.0,107.0,136.0,125.0,213.0,189.0,60.0,177.0,97.0,122.0,128.0,121.0
gene-PA3823,host,tgt,1100.0,1130.0,1328.0,1901.0,,,,,,,,
gene-PA2482,host,gene-PA2482,795.0,1520.0,1529.0,1594.0,2498.0,1395.0,798.0,1356.0,1620.0,668.0,685.0,1142.0
gene-PA2772,host,gene-PA2772,123.0,165.0,152.0,101.0,329.0,212.0,127.0,216.0,100.0,141.0,218.0,232.0
gene-PA5467,host,gene-PA5467,91.0,210.0,177.0,91.0,177.0,102.0,67.0,101.0,167.0,92.0,90.0,107.0
gene-PA0359,host,gene-PA0359,1345.0,3135.0,2507.0,564.0,1435.0,477.0,589.0,1233.0,1238.0,677.0,1335.0,968.0
gene-PA2807,host,gene-PA2807,26.0,59.0,45.0,40.0,58.0,20.0,16.0,25.0,13.0,101.0,52.0,9.0
gene-PA5082,host,gene-PA5082,87.0,348.0,176.0,78.0,669.0,113.0,71.0,346.0,116.0,69.0,212.0,83.0
gene-PA4984,host,gene-PA4984,230.0,471.0,310.0,126.0,293.0,169.0,85.0,171.0,209.0,86.0,229.0,120.0
gene-PA1030,host,gene-PA1030,783.0,1742.0,1166.0,544.0,498.0,330.0,298.0,298.0,527.0,459.0,406.0,377.0
gene-PA0226,host,gene-PA0226,80.0,145.0,96.0,59.0,124.0,66.0,40.0,98.0,95.0,45.0,77.0,100.0
gene-PA1961,host,gene-PA1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA3078,host,gene-PA3078,208.0,394.0,214.0,256.0,514.0,139.0,223.0,330.0,221.0,172.0,281.0,327.0
gene-PA5521,host,gene-PA5521,812.0,1715.0,1234.0,611.0,1315.0,519.0,317.0,605.0,568.0,430.0,508.0,693.0
gene-PA4989,host,gene-PA4989,111.0,269.0,169.0,97.0,201.0,85.0,62.0,66.0,92.0,65.0,109.0,65.0
gene-PA3312,host,gene-PA3312,200.0,265.0,220.0,159.0,460.0,355.0,162.0,268.0,287.0,162.0,260.0,275.0
gene-PA1383,host,gene-PA1383,432.0,952.0,521.0,247.0,591.0,276.0,201.0,294.0,242.0,189.0,340.0,253.0
gene-PA0062,host,gene-PA0062,210.0,249.0,263.0,140.0,404.0,132.0,81.0,112.0,103.0,118.0,113.0,221.0
