Geneid,Entity,Symbol,5_R1,5_R2,15_R1,15_R2,35_R1,35_R2
gene-PA5290,host,gene-PA5290,20.0,21.0,8.0,8.0,1.0,9.0
gene-PA1550,host,gene-PA1550,20.0,3.0,3.0,2.0,3.0,4.0
gene-PA3486,host,gene-PA3486,26.0,31.0,4.0,12.0,3.0,15.0
gene-PA3172,host,gene-PA3172,7.0,7.0,1.0,5.0,0.0,6.0
gene-PA5022,host,gene-PA5022,,,,,,
gene-PA2744.1,host,gene-PA2744.1,1.0,1.0,0.0,0.0,0.0,1.0
gene-PA0285,host,gene-PA0285,40.0,25.0,12.0,24.0,4.0,20.0
gene-PA4073,host,gene-PA4073,11.0,16.0,6.0,7.0,4.0,10.0
gene-PA4383,host,gene-PA4383,6.0,1.0,4.0,5.0,3.0,4.0
gene-PHIKZ195,phage,gene-PHIKZ195,2.0,5.0,,16.0,6.0,
gene-PA3123,host,gene-PA3123,0.0,2.0,0.0,2.0,0.0,2.0
gene-PA0139,host,ahpC,,34.0,,,,18.0
gene-PA3930,host,cioA,17.0,17.0,7.0,11.0,5.0,14.0
gene-PA3055,host,gene-PA3055,4.0,5.0,3.0,3.0,1.0,4.0
gene-PA3542,host,alg44,14.0,7.0,1.0,8.0,0.0,7.0
gene-PA2113,host,opdO,7.0,11.0,2.0,3.0,0.0,9.0
gene-PHIKZ028,phage,gene-PHIKZ028,17.0,12.0,,,,
gene-PA1159,host,gene-PA1159,,,,15.0,2.0,7.0
gene-PA0540,host,gene-PA0540,4.0,5.0,0.0,2.0,1.0,5.0
gene-PA2110,host,gene-PA2110,3.0,4.0,2.0,0.0,0.0,2.0
gene-PA5488,host,gene-PA5488,23.0,22.0,5.0,13.0,7.0,9.0
gene-PA3004,host,gene-PA3004,10.0,11.0,5.0,2.0,1.0,6.0
gene-PA5024,host,gene-PA5024,13.0,6.0,3.0,5.0,6.0,8.0
gene-PA0683,host,gene-PA0683,7.0,3.0,0.0,4.0,3.0,4.0
gene-PA1942,host,gene-PA1942,3.0,5.0,1.0,7.0,0.0,1.0
gene-PA2173a,host,gene-PA2173a,3.0,1.0,1.0,1.0,0.0,1.0
gene-PA4809,host,fdhE,5.0,9.0,,6.0,0.0,5.0
gene-PA3370,host,gene-PA3370,2.0,0.0,0.0,1.0,0.0,1.0
gene-PA3414,host,gene-PA3414,13.0,8.0,3.0,4.0,1.0,1.0
gene-PA3722,host,gene-PA3722,11.0,6.0,1.0,3.0,4.0,6.0
gene-PA4744,host,infB,,,,,,
gene-PA1503,host,gene-PA1503,2.0,5.0,2.0,2.0,0.0,0.0
gene-PA4143,host,gene-PA4143,20.0,21.0,6.0,15.0,1.0,17.0
gene-PA5149.1,host,gene-PA5149.1,,,,,,
gene-PA0073,host,gene-PA0073,5.0,5.0,2.0,1.0,0.0,8.0
gene-PA0889,host,aotQ,9.0,15.0,1.0,6.0,2.0,2.0
gene-PA5160.1,host,gene-PA5160.1,,,,,,17.0
gene-PA5185,host,gene-PA5185,7.0,7.0,1.0,2.0,1.0,2.0
gene-PA2233,host,pslC,10.0,5.0,6.0,0.0,0.0,2.0
gene-PA0308,host,gene-PA0308,24.0,10.0,7.0,11.0,1.0,13.0
gene-PA1497,host,gene-PA1497,9.0,4.0,0.0,3.0,0.0,3.0
gene-PA5343,host,gene-PA5343,7.0,8.0,3.0,5.0,1.0,9.0
gene-PA1781.1,host,gene-PA1781.1,2.0,1.0,1.0,1.0,0.0,0.0
gene-PHIKZ_p86,phage,gene-PHIKZ_p86,0.0,1.0,9.0,7.0,1.0,21.0
gene-PA2547,host,gene-PA2547,6.0,5.0,2.0,4.0,0.0,4.0
gene-PA2755a,host,gene-PA2755a,3.0,3.0,3.0,4.0,1.0,1.0
gene-PA2815,host,gene-PA2815,13.0,11.0,9.0,20.0,9.0,14.0
gene-PA4582,host,gene-PA4582,6.0,4.0,4.0,10.0,1.0,5.0
gene-PA5145,host,gene-PA5145,16.0,10.0,2.0,9.0,4.0,5.0
gene-PA0899,host,aruB,12.0,14.0,6.0,6.0,2.0,11.0
gene-PA3229,host,gene-PA3229,2.0,0.0,2.0,2.0,0.0,3.0
gene-PA3300,host,fadD2,12.0,14.0,5.0,9.0,4.0,8.0
gene-PA4129,host,gene-PA4129,6.0,5.0,2.0,8.0,3.0,3.0
gene-PA0203,host,gene-PA0203,11.0,11.0,2.0,11.0,1.0,11.0
gene-PA1348,host,gene-PA1348,7.0,3.0,3.0,6.0,4.0,7.0
gene-PA3227,host,ppiA,5.0,9.0,1.0,3.0,1.0,6.0
gene-PHIKZ_p15,phage,gene-PHIKZ_p15,,,,,,
gene-PA4284,host,recB,39.0,25.0,9.0,14.0,1.0,20.0
gene-PA5399,host,dgcB,20.0,8.0,7.0,4.0,1.0,8.0
gene-PA2199,host,gene-PA2199,13.0,7.0,9.0,9.0,0.0,1.0
gene-PA3725,host,recJ,19.0,19.0,1.0,13.0,5.0,10.0
gene-PA1725,host,pscL,9.0,16.0,0.0,3.0,0.0,3.0
gene-PA5292,host,pchP,14.0,6.0,3.0,6.0,2.0,13.0
gene-PA5047,host,gene-PA5047,25.0,22.0,12.0,12.0,3.0,12.0
gene-PHIKZ112,phage,gene-PHIKZ112,,,,,,
gene-PA4909,host,gene-PA4909,6.0,5.0,4.0,6.0,1.0,7.0
gene-PA5194,host,gene-PA5194,22.0,15.0,9.0,10.0,2.0,9.0
gene-PA0716,host,gene-PA0716,37.0,27.0,,16.0,5.0,8.0
gene-PA0792,host,prpD,18.0,7.0,2.0,6.0,1.0,10.0
gene-PA1839,host,gene-PA1839,18.0,18.0,2.0,8.0,5.0,2.0
gene-PA2552,host,gene-PA2552,6.0,9.0,5.0,4.0,1.0,2.0
gene-PA3993,host,gene-PA3993,5.0,7.0,3.0,,0.0,2.0
gene-PA3788,host,gene-PA3788,7.0,7.0,1.0,3.0,6.0,1.0
gene-PA2171,host,gene-PA2171,0.0,5.0,1.0,2.0,0.0,1.0
gene-PA5276,host,lppL,10.0,6.0,4.0,3.0,1.0,3.0
gene-PA0649,host,trpG,16.0,11.0,2.0,5.0,1.0,2.0
gene-PA3699,host,gene-PA3699,6.0,7.0,3.0,4.0,3.0,6.0
gene-PA5301,host,gene-PA5301,34.0,23.0,13.0,7.0,2.0,6.0
gene-PA3240,host,gene-PA3240,5.0,4.0,1.0,4.0,1.0,1.0
gene-PA4972,host,gene-PA4972,18.0,10.0,7.0,10.0,3.0,7.0
gene-PHIKZ_p74,phage,gene-PHIKZ_p74,2.0,2.0,3.0,2.0,0.0,
gene-PA0412,host,pilK,14.0,16.0,4.0,4.0,2.0,9.0
gene-PA3589,host,gene-PA3589,7.0,4.0,4.0,7.0,0.0,3.0
gene-PA1124,host,dgt,9.0,14.0,2.0,6.0,1.0,8.0
gene-PA2263,host,gene-PA2263,6.0,3.0,1.0,4.0,4.0,4.0
gene-PA1621,host,gene-PA1621,3.0,5.0,2.0,5.0,0.0,0.0
gene-PA0797,host,gene-PA0797,18.0,14.0,2.0,3.0,2.0,6.0
gene-PA4758.1,host,gene-PA4758.1,8.0,10.0,5.0,5.0,3.0,2.0
gene-PA0110,host,gene-PA0110,9.0,7.0,4.0,8.0,2.0,3.0
gene-PA3398,host,gene-PA3398,15.0,13.0,4.0,5.0,3.0,7.0
gene-PA1796.3,host,gene-PA1796.3,,,,14.0,4.0,6.0
gene-PHIKZ101,phage,gene-PHIKZ101,16.0,16.0,,,,
gene-PA3413,host,gene-PA3413,10.0,7.0,5.0,1.0,0.0,1.0
gene-PA1095,host,gene-PA1095,8.0,8.0,14.0,7.0,8.0,8.0
gene-PA4111,host,gene-PA4111,5.0,4.0,0.0,6.0,1.0,5.0
gene-PA1249,host,aprA,10.0,7.0,2.0,14.0,1.0,6.0
gene-PA2312a,host,gene-PA2312a,5.0,3.0,2.0,2.0,0.0,2.0
gene-PA1212,host,gene-PA1212,10.0,9.0,1.0,5.0,1.0,5.0
gene-PHIKZ139,phage,gene-PHIKZ139,17.0,9.0,,,,
gene-PA4277.3,host,gene-PA4277.3,,,,,,18.0
gene-PHIKZ189,phage,gene-PHIKZ189,,,,,,
gene-PA1629,host,gene-PA1629,2.0,5.0,2.0,7.0,0.0,1.0
gene-PA5362,host,gene-PA5362,32.0,23.0,9.0,9.0,,
gene-PA2911,host,gene-PA2911,36.0,34.0,2.0,19.0,8.0,14.0
gene-PA4268,host,rpsL,,,,,7.0,20.0
gene-PA1552.1,host,ccoQ1,15.0,11.0,4.0,4.0,1.0,3.0
gene-PA2559a,host,gene-PA2559a,7.0,3.0,7.0,7.0,3.0,4.0
gene-PA0498,host,gene-PA0498,31.0,21.0,2.0,10.0,3.0,9.0
gene-PA4109,host,ampR,17.0,15.0,4.0,13.0,1.0,5.0
gene-PHIKZ294,phage,gene-PHIKZ294,4.0,3.0,,,,
gene-PA4998,host,gene-PA4998,21.0,20.0,8.0,6.0,3.0,6.0
gene-PA0738,host,gene-PA0738,0.0,4.0,0.0,1.0,0.0,2.0
gene-PA4040,host,gene-PA4040,6.0,4.0,4.0,5.0,3.0,1.0
gene-PA2502,host,gene-PA2502,14.0,6.0,1.0,9.0,1.0,5.0
gene-PA1265,host,gene-PA1265,0.0,1.0,0.0,5.0,0.0,4.0
gene-PA0499,host,gene-PA0499,8.0,8.0,2.0,3.0,0.0,9.0
gene-PA5283,host,gene-PA5283,26.0,20.0,4.0,17.0,3.0,7.0
gene-PA1885,host,gene-PA1885,4.0,3.0,0.0,1.0,2.0,4.0
gene-PA4593,host,gene-PA4593,6.0,,2.0,4.0,1.0,2.0
gene-PA1837,host,gene-PA1837,8.0,6.0,2.0,2.0,0.0,1.0
gene-PA3001,host,gene-PA3001,,,,,3.0,
gene-PA3945,host,gene-PA3945,13.0,9.0,7.0,6.0,2.0,10.0
gene-PHIKZ305,phage,gene-PHIKZ305,17.0,25.0,,,,
gene-PA1578,host,gene-PA1578,3.0,5.0,0.0,2.0,0.0,3.0
gene-PA1741,host,gene-PA1741,8.0,2.0,3.0,1.0,0.0,5.0
gene-PA0887.1,host,gene-PA0887.1,0.0,1.0,2.0,1.0,0.0,2.0
gene-PA4199,host,gene-PA4199,14.0,11.0,5.0,10.0,,7.0
gene-PA5554,host,atpD,,,,,,
gene-PA3559,host,gene-PA3559,16.0,17.0,6.0,4.0,1.0,4.0
gene-PA5252a,host,gene-PA5252a,12.0,10.0,1.0,5.0,2.0,3.0
gene-PA0534,host,gene-PA0534,11.0,8.0,2.0,6.0,4.0,12.0
gene-PA0699,host,gene-PA0699,6.0,5.0,0.0,3.0,2.0,2.0
gene-PA0150,host,gene-PA0150,13.0,8.0,2.0,14.0,4.0,4.0
gene-PA3149,host,wbpH,29.0,34.0,,8.0,2.0,9.0
gene-PA4763,host,recN,24.0,23.0,14.0,16.0,8.0,13.0
gene-PA5521,host,gene-PA5521,16.0,11.0,2.0,8.0,1.0,10.0
gene-PA4925,host,gene-PA4925,3.0,13.0,3.0,1.0,1.0,2.0
gene-PA3159,host,wbpA,,,,18.0,,19.0
gene-PA4498,host,gene-PA4498,5.0,8.0,0.0,8.0,2.0,10.0
gene-PA1613,host,gene-PA1613,11.0,19.0,3.0,15.0,0.0,13.0
gene-PA1232,host,gene-PA1232,16.0,12.0,5.0,9.0,0.0,10.0
gene-PA2787,host,cpg2,5.0,7.0,2.0,5.0,2.0,7.0
gene-PA4207,host,mexI,31.0,28.0,9.0,24.0,3.0,
gene-PA2740,host,pheS,25.0,9.0,7.0,6.0,2.0,6.0
gene-PA0257,host,gene-PA0257,13.0,6.0,5.0,6.0,0.0,6.0
gene-PA3472,host,gene-PA3472,18.0,16.0,3.0,8.0,4.0,5.0
gene-PA5172,host,arcB,21.0,29.0,,4.0,10.0,8.0
gene-PA4899,host,gene-PA4899,9.0,5.0,7.0,8.0,3.0,8.0
gene-PA4892,host,ureF,2.0,5.0,1.0,4.0,0.0,6.0
gene-PA5553,host,atpC,,,8.0,16.0,0.0,4.0
gene-PA4541.1,host,gene-PA4541.1,,,,,,
gene-PA2375,host,gene-PA2375,9.0,3.0,0.0,1.0,0.0,1.0
gene-PA2990,host,gene-PA2990,17.0,9.0,4.0,4.0,1.0,0.0
gene-PA4569,host,ispB,,33.0,10.0,15.0,3.0,9.0
gene-PA2443,host,sdaA,10.0,3.0,2.0,4.0,0.0,6.0
gene-PA2054,host,cynR,8.0,4.0,0.0,3.0,1.0,1.0
gene-PA0215,host,gene-PA0215,5.0,8.0,1.0,2.0,0.0,1.0
gene-PA1145,host,gene-PA1145,2.0,8.0,2.0,6.0,1.0,3.0
gene-PA4054,host,ribB,27.0,16.0,5.0,10.0,,
gene-PA3886,host,gene-PA3886,5.0,5.0,1.0,7.0,0.0,4.0
gene-PA4018,host,gene-PA4018,5.0,4.0,0.0,3.0,0.0,1.0
gene-PA0183,host,atsA,29.0,22.0,6.0,13.0,2.0,14.0
gene-PA4833,host,gene-PA4833,8.0,4.0,1.0,2.0,0.0,2.0
gene-PA5445,host,gene-PA5445,41.0,20.0,9.0,7.0,5.0,12.0
gene-PA4662,host,murI,13.0,9.0,4.0,4.0,0.0,8.0
gene-PA2306,host,ambA,6.0,9.0,5.0,8.0,2.0,3.0
gene-PA0390,host,metX,32.0,26.0,13.0,19.0,5.0,5.0
gene-PA3212,host,gene-PA3212,10.0,6.0,1.0,7.0,2.0,4.0
gene-PA0096,host,gene-PA0096,13.0,6.0,1.0,5.0,0.0,1.0
gene-PA4194,host,gene-PA4194,13.0,14.0,2.0,7.0,1.0,
gene-PA2560,host,gene-PA2560,7.0,2.0,1.0,3.0,1.0,2.0
gene-PA3086,host,gene-PA3086,6.0,6.0,0.0,6.0,0.0,7.0
gene-PA1917,host,gene-PA1917,6.0,6.0,0.0,3.0,0.0,0.0
gene-PHIKZ303,phage,gene-PHIKZ303,36.0,,,,,
gene-PA3063,host,pelB,18.0,12.0,9.0,18.0,0.0,8.0
gene-PHIKZ047,phage,gene-PHIKZ047,,,,,,
gene-PA4269,host,rpoC,,,,,,
gene-PA4051,host,thiL,12.0,17.0,3.0,11.0,2.0,6.0
gene-PA2832,host,tpm,3.0,3.0,1.0,3.0,2.0,1.0
gene-PA2893,host,atuH,14.0,11.0,8.0,7.0,0.0,12.0
gene-PA5116,host,gene-PA5116,2.0,1.0,0.0,3.0,0.0,2.0
gene-PA1744,host,gene-PA1744,8.0,2.0,2.0,3.0,0.0,1.0
gene-PA1471,host,gene-PA1471,2.0,2.0,0.0,3.0,0.0,0.0
gene-PA3957,host,gene-PA3957,8.0,6.0,3.0,9.0,3.0,4.0
gene-PA0927,host,ldhA,8.0,7.0,5.0,7.0,2.0,5.0
gene-PA2949,host,gene-PA2949,3.0,8.0,6.0,3.0,0.0,6.0
gene-PA3529,host,gene-PA3529,39.0,17.0,10.0,8.0,3.0,9.0
gene-PA3737,host,dsbC,33.0,14.0,3.0,11.0,5.0,3.0
gene-PA3003,host,gene-PA3003,7.0,7.0,1.0,0.0,1.0,4.0
gene-PA3942,host,tesB,19.0,10.0,8.0,8.0,4.0,6.0
gene-PA3479,host,rhlA,11.0,10.0,4.0,7.0,2.0,5.0
gene-PHIKZ150,phage,gene-PHIKZ150,1.0,5.0,,,,
gene-PA3636,host,kdsA,24.0,19.0,15.0,11.0,7.0,6.0
gene-PA0745,host,gene-PA0745,8.0,6.0,0.0,1.0,2.0,4.0
gene-PA0913,host,mgtE,,,,,7.0,
gene-PA5370,host,gene-PA5370,11.0,,3.0,7.0,0.0,9.0
gene-PA2087,host,gene-PA2087,2.0,1.0,0.0,2.0,0.0,0.0
gene-PA1314,host,gene-PA1314,2.0,2.0,0.0,3.0,0.0,4.0
gene-PA2716,host,gene-PA2716,10.0,3.0,1.0,2.0,0.0,4.0
gene-PA2824,host,gene-PA2824,21.0,12.0,7.0,7.0,5.0,16.0
gene-PA4205,host,mexG,6.0,6.0,1.0,2.0,2.0,4.0
gene-PA3436,host,gene-PA3436,10.0,9.0,0.0,5.0,0.0,1.0
gene-PA3233,host,gene-PA3233,10.0,21.0,3.0,10.0,2.0,9.0
gene-PA0145,host,gene-PA0145,12.0,6.0,0.0,4.0,0.0,2.0
gene-PA2976,host,rne,,,,,,
gene-PA2592,host,gene-PA2592,13.0,7.0,6.0,6.0,0.0,5.0
gene-PHIKZ_p49,phage,gene-PHIKZ_p49,8.0,10.0,,,,
gene-PA2475,host,gene-PA2475,5.0,5.0,0.0,1.0,1.0,3.0
gene-PA3574a,host,gene-PA3574a,2.0,1.0,2.0,3.0,0.0,1.0
gene-PA5487,host,gene-PA5487,27.0,21.0,8.0,10.0,6.0,17.0
gene-PA2421,host,gene-PA2421,8.0,3.0,2.0,1.0,0.0,4.0
gene-PA1581,host,sdhC,,28.0,,16.0,3.0,18.0
gene-PA4012,host,gene-PA4012,9.0,5.0,3.0,4.0,1.0,6.0
gene-PA2482,host,gene-PA2482,18.0,17.0,4.0,12.0,1.0,0.0
gene-PA4236,host,katA,18.0,21.0,7.0,13.0,,
gene-PA3905,host,gene-PA3905,3.0,6.0,1.0,0.0,1.0,4.0
gene-PA4308,host,gene-PA4308,11.0,7.0,3.0,9.0,2.0,6.0
gene-PA4922,host,azu,39.0,24.0,,10.0,9.0,5.0
gene-PA3621.1,host,rsmZ,,,,,,
gene-PA3825,host,gene-PA3825,17.0,9.0,4.0,6.0,2.0,16.0
gene-PA1509,host,gene-PA1509,15.0,9.0,2.0,11.0,0.0,6.0
gene-PA2575,host,gene-PA2575,8.0,14.0,3.0,5.0,1.0,1.0
gene-PA3082,host,gbt,36.0,22.0,8.0,12.0,1.0,13.0
gene-PA2665,host,gene-PA2665,15.0,11.0,1.0,3.0,5.0,9.0
gene-PA2762,host,gene-PA2762,3.0,8.0,2.0,0.0,0.0,0.0
gene-PA3418,host,ldh,12.0,12.0,1.0,4.0,0.0,10.0
gene-PA5289,host,gene-PA5289,12.0,8.0,3.0,1.0,4.0,4.0
gene-PA1463,host,gene-PA1463,15.0,8.0,1.0,9.0,3.0,3.0
gene-PA2894,host,gene-PA2894,6.0,6.0,2.0,3.0,1.0,4.0
gene-PA0032,host,gene-PA0032,13.0,16.0,5.0,2.0,1.0,6.0
gene-PA3226,host,gene-PA3226,9.0,12.0,6.0,3.0,2.0,4.0
gene-PA0149,host,gene-PA0149,10.0,10.0,7.0,4.0,0.0,3.0
gene-PA2814,host,gene-PA2814,5.0,5.0,2.0,4.0,0.0,2.0
gene-PA2972,host,gene-PA2972,8.0,3.0,3.0,5.0,1.0,5.0
gene-PA2685,host,gene-PA2685,28.0,27.0,9.0,11.0,7.0,
gene-PA3026,host,gene-PA3026,9.0,7.0,0.0,2.0,1.0,12.0
gene-PHIKZ274,phage,gene-PHIKZ274,,,,,,
gene-PA1985,host,pqqA,1.0,2.0,1.0,2.0,1.0,1.0
gene-PA0326,host,gene-PA0326,11.0,9.0,5.0,4.0,2.0,9.0
gene-PA4672,host,gene-PA4672,,33.0,14.0,21.0,5.0,2.0
gene-PA0651,host,trpC,19.0,13.0,5.0,5.0,0.0,6.0
gene-PA1045,host,gene-PA1045,34.0,16.0,11.0,14.0,3.0,13.0
gene-PHIKZ_p02,phage,gene-PHIKZ_p02,16.0,18.0,6.0,5.0,1.0,22.0
gene-PA4508,host,gene-PA4508,5.0,5.0,4.0,0.0,3.0,
gene-PA5345,host,recG,,,,16.0,5.0,12.0
gene-PA4316,host,sbcB,14.0,11.0,5.0,13.0,4.0,10.0
gene-PA4573,host,gene-PA4573,2.0,4.0,0.0,1.0,0.0,1.0
gene-PA1382,host,gene-PA1382,23.0,23.0,3.0,9.0,3.0,17.0
gene-PA0020,host,gene-PA0020,,,16.0,14.0,,8.0
gene-PA1178,host,oprH,,,,,,
gene-PA2086,host,gene-PA2086,2.0,2.0,0.0,3.0,3.0,4.0
gene-PA0921,host,gene-PA0921,10.0,11.0,2.0,3.0,4.0,1.0
gene-PA3468,host,gene-PA3468,19.0,17.0,7.0,10.0,3.0,12.0
gene-PA5326,host,gene-PA5326,4.0,6.0,3.0,6.0,1.0,16.0
gene-PHIKZ017,phage,gene-PHIKZ017,,,,,,
gene-PA5169,host,gene-PA5169,14.0,13.0,2.0,16.0,2.0,16.0
gene-PA1548,host,gene-PA1548,5.0,2.0,4.0,2.0,2.0,0.0
gene-PA4728,host,folK,10.0,6.0,2.0,2.0,1.0,1.0
gene-PA4475,host,gene-PA4475,15.0,8.0,3.0,6.0,4.0,2.0
gene-PA4418,host,ftsI,,,,,9.0,
gene-PA1861,host,modC,7.0,5.0,4.0,4.0,0.0,2.0
gene-PA0290,host,gene-PA0290,17.0,10.0,4.0,10.0,2.0,6.0
gene-PA1337,host,ansB,13.0,10.0,1.0,8.0,0.0,9.0
gene-PA4855,host,purD,31.0,31.0,3.0,8.0,4.0,7.0
gene-PA0389,host,gene-PA0389,16.0,14.0,5.0,3.0,0.0,7.0
gene-PA3816,host,cysE,14.0,14.0,4.0,8.0,0.0,5.0
gene-PA1897,host,gene-PA1897,4.0,4.0,2.0,4.0,0.0,3.0
gene-PA4244,host,rplO,,,,,10.0,23.0
gene-PA3254,host,gene-PA3254,15.0,6.0,1.0,1.0,4.0,2.0
gene-PA4535,host,gene-PA4535,9.0,2.0,0.0,4.0,1.0,5.0
gene-PA2746,host,gene-PA2746,3.0,1.0,0.0,2.0,1.0,4.0
gene-PA5310,host,gene-PA5310,10.0,16.0,2.0,10.0,4.0,11.0
gene-PHIKZ088,phage,gene-PHIKZ088,20.0,24.0,,,,
gene-PA4280.3,host,gene-PA4280.3,,,,,5.0,18.0
gene-PA2681,host,gene-PA2681,8.0,1.0,1.0,1.0,0.0,0.0
gene-PA5195,host,gene-PA5195,10.0,5.0,5.0,6.0,3.0,5.0
gene-PA3689,host,gene-PA3689,6.0,2.0,3.0,5.0,1.0,1.0
gene-PA2181,host,gene-PA2181,1.0,7.0,0.0,0.0,2.0,2.0
gene-PA4379,host,gene-PA4379,25.0,15.0,12.0,12.0,,9.0
gene-PA1863,host,modA,8.0,11.0,5.0,6.0,2.0,4.0
gene-PA4136,host,gene-PA4136,20.0,8.0,2.0,2.0,2.0,7.0
gene-PA4724.1,host,gene-PA4724.1,3.0,4.0,1.0,1.0,0.0,1.0
gene-PA3042,host,gene-PA3042,4.0,1.0,1.0,1.0,1.0,0.0
gene-PA0971,host,tolA,31.0,16.0,,11.0,6.0,5.0
gene-PA2761,host,gene-PA2761,6.0,5.0,1.0,0.0,1.0,1.0
gene-PA4385,host,groEL,,,,,,
gene-PHIKZ167,phage,gene-PHIKZ167,,,,,,
gene-PA0666,host,gene-PA0666,28.0,13.0,0.0,2.0,0.0,3.0
gene-PA1574,host,gene-PA1574,6.0,2.0,8.0,3.0,4.0,4.0
gene-PA1112a,host,gene-PA1112a,7.0,4.0,2.0,5.0,2.0,6.0
gene-PA5386,host,cdhA,5.0,12.0,3.0,1.0,0.0,6.0
gene-PA3475,host,pheC,7.0,5.0,2.0,6.0,1.0,1.0
gene-PA3674,host,gene-PA3674,5.0,7.0,4.0,2.0,1.0,3.0
gene-PA0297,host,spuA,23.0,25.0,12.0,17.0,5.0,8.0
gene-PA4332,host,gene-PA4332,9.0,7.0,4.0,6.0,0.0,6.0
gene-PA3761,host,gene-PA3761,12.0,4.0,4.0,11.0,2.0,8.0
gene-PHIKZ004,phage,gene-PHIKZ004,7.0,4.0,,,,
gene-PA0107,host,gene-PA0107,15.0,3.0,2.0,10.0,2.0,9.0
gene-PA0270,host,gene-PA0270,6.0,5.0,0.0,2.0,0.0,4.0
gene-PA3886a,host,gene-PA3886a,1.0,2.0,0.0,,0.0,1.0
gene-PA0778,host,icp,8.0,3.0,1.0,0.0,1.0,0.0
gene-PA1405,host,gene-PA1405,18.0,2.0,2.0,6.0,0.0,6.0
gene-PA4908,host,gene-PA4908,4.0,10.0,2.0,3.0,2.0,12.0
gene-PA2940,host,gene-PA2940,7.0,5.0,2.0,5.0,0.0,5.0
gene-PA4300,host,tadC,10.0,1.0,1.0,5.0,0.0,9.0
gene-PA4733,host,acsB,22.0,24.0,5.0,8.0,2.0,15.0
gene-PA0072,host,gene-PA0072,14.0,5.0,1.0,10.0,2.0,5.0
gene-PA1666,host,gene-PA1666,3.0,1.0,1.0,1.0,1.0,7.0
gene-PA2882,host,gene-PA2882,3.0,5.0,1.0,6.0,1.0,4.0
gene-PA0505,host,gene-PA0505,12.0,9.0,1.0,4.0,1.0,1.0
gene-PA0185,host,gene-PA0185,15.0,26.0,8.0,6.0,1.0,16.0
gene-PA0631,host,gene-PA0631,2.0,2.0,0.0,0.0,0.0,1.0
gene-PA3871,host,gene-PA3871,8.0,7.0,1.0,7.0,0.0,15.0
gene-PA0193,host,gene-PA0193,10.0,9.0,7.0,5.0,2.0,4.0
gene-PA2307,host,gene-PA2307,6.0,2.0,2.0,7.0,1.0,7.0
gene-PA3532,host,gene-PA3532,12.0,6.0,1.0,4.0,2.0,7.0
gene-PA2690,host,gene-PA2690,12.0,9.0,7.0,8.0,0.0,3.0
gene-PA1517,host,gene-PA1517,14.0,5.0,0.0,4.0,2.0,5.0
gene-PA0234,host,gene-PA0234,28.0,13.0,2.0,17.0,2.0,12.0
gene-PA1280,host,gene-PA1280,1.0,7.0,2.0,2.0,0.0,6.0
gene-PA1092,host,fliC,,,,,,
gene-PA5160,host,gene-PA5160,19.0,16.0,3.0,14.0,2.0,
gene-PA2926,host,hisP,4.0,4.0,2.0,3.0,1.0,3.0
gene-PA1362,host,gene-PA1362,6.0,3.0,0.0,0.0,1.0,2.0
gene-PA3887,host,nhaP,27.0,12.0,4.0,5.0,2.0,9.0
gene-PA0561,host,gene-PA0561,10.0,11.0,4.0,5.0,2.0,9.0
gene-PHIKZ263,phage,gene-PHIKZ263,,,,,,
gene-PA0465,host,creD,8.0,8.0,3.0,13.0,1.0,10.0
gene-PA3219,host,gene-PA3219,4.0,1.0,1.0,4.0,3.0,5.0
gene-PA3897,host,gene-PA3897,6.0,3.0,1.0,5.0,1.0,8.0
gene-PA2981,host,lpxK,9.0,8.0,3.0,4.0,2.0,4.0
gene-PA0367a,host,gene-PA0367a,8.0,6.0,3.0,2.0,2.0,3.0
gene-PA2353,host,gene-PA2353,12.0,10.0,2.0,7.0,2.0,4.0
gene-PA0038,host,gene-PA0038,7.0,9.0,7.0,5.0,2.0,4.0
gene-PA4158,host,fepC,10.0,2.0,2.0,5.0,0.0,9.0
gene-PA5470,host,gene-PA5470,4.0,7.0,6.0,2.0,1.0,4.0
gene-PA2248,host,bkdA2,7.0,5.0,5.0,6.0,3.0,5.0
gene-PHIKZ180,phage,gene-PHIKZ180,15.0,12.0,,,,
gene-PA0148,host,gene-PA0148,11.0,16.0,5.0,9.0,3.0,14.0
gene-PA0928,host,gacS,27.0,15.0,7.0,12.0,6.0,19.0
gene-PA1395,host,gene-PA1395,4.0,3.0,0.0,2.0,0.0,2.0
gene-PHIKZ_p34,phage,gene-PHIKZ_p34,,,,,,
gene-PA3257,host,prc,,,,,,
gene-PA1049,host,pdxH,9.0,12.0,2.0,4.0,1.0,5.0
gene-PA0155,host,pcaR,29.0,14.0,4.0,12.0,3.0,9.0
gene-PA3735,host,thrC,19.0,13.0,7.0,13.0,4.0,8.0
gene-PHIKZ216,phage,gene-PHIKZ216,,,,,,
gene-PA5093,host,gene-PA5093,7.0,14.0,0.0,11.0,4.0,7.0
gene-PA1767,host,gene-PA1767,34.0,29.0,12.0,11.0,6.0,10.0
gene-PA2948,host,cobM,12.0,9.0,2.0,1.0,0.0,3.0
gene-PA1170,host,gene-PA1170,3.0,7.0,0.0,5.0,5.0,7.0
gene-PA1183,host,dctA,,,,20.0,1.0,12.0
gene-PA1431,host,rsaL,25.0,19.0,,9.0,2.0,4.0
gene-PA0559,host,gene-PA0559,18.0,13.0,8.0,7.0,1.0,7.0
